probe_id	gene_id	symbol
1961_f_at	4846	NOS3
1962_at	383	ARG1
1963_at	2321	FLT1
1964_g_at	2321	FLT1
1965_s_at	4842	NOS1
1969_s_at	1022	CDK7
196_s_at	838	CASP5
1970_s_at	2263	FGFR2
1971_g_at	2272	FHIT
1972_s_at	4133	MAP2
1973_s_at	4609	MYC
1974_s_at	7157	TP53
1975_s_at	3479	IGF1
1976_s_at	2242	FES
1977_s_at	2113	ETS1
1978_at	3673	ITGA2
1979_s_at	4839	NOP2
197_at	4832	NME3
1981_s_at	4149	MAX
1983_at	894	CCND2
1984_s_at	397	ARHGDIB
1985_s_at	4830	NME1
1986_at	5934	RBL2
1987_at	5156	PDGFRA
1988_at	5156	PDGFRA
1989_at	675	BRCA2
198_g_at	4832	NME3
1990_g_at	675	BRCA2
1991_s_at	7867	MAPKAPK3
1992_at	2272	FHIT
1993_s_at	672	BRCA1
1994_at	1386	ATF2
1995_at	7507	XPA
1996_s_at	899	CCNF
1997_s_at	581	BAX
1998_i_at	581	BAX
1999_s_at	1432	MAPK14
199_s_at	5586	PKN2
2000_at	472	ATM
2001_g_at	472	ATM
2002_s_at	597	BCL2A1
2003_s_at	2956	MSH6
2004_at	4214	MAP3K1
2005_s_at	3718	JAK3
2006_at	3718	JAK3
2007_g_at	3718	JAK3
2008_s_at	4193	MDM2
2009_at	2185	PTK2B
200_at	653	BMP5
2010_at	6500	SKP1
2011_s_at	638	BIK
2012_s_at	5591	PRKDC
2013_at	7029	TFDP2
2014_s_at	5608	MAP2K6
2017_s_at	595	CCND1
2018_at	2697	GJA1
2019_s_at	3695	ITGB7
201_s_at	567	B2M
2020_at	595	CCND1
2021_s_at	898	CCNE1
2022_at	208	AKT2
2023_g_at	208	AKT2
2024_s_at	4067	LYN
2025_s_at	328	APEX1
2027_at	6273	S100A2
2028_s_at	1869	E2F1
2029_at	394	ARHGAP5
202_at	3298	HSF2
2030_at	7481	WNT11
2031_s_at	1026	CDKN1A
2032_s_at	3685	ITGAV
2033_s_at	7465	WEE1
2034_s_at	1027	CDKN1B
2035_s_at	2023	ENO1
2036_s_at	960	CD44
2037_s_at	6198	RPS6KB1
2038_g_at	596	BCL2
2039_s_at	2534	FYN
203_at	2624	GATA2
2040_s_at	25	ABL1
2041_i_at	25	ABL1
2042_s_at	4602	MYB
2043_s_at	613	BCR
2044_s_at	5925	RB1
2045_s_at	3055	HCK
2046_at	2078	ERG
2047_s_at	3728	JUP
2048_s_at	7068	THRB
2049_s_at	3726	JUNB
204_at	3201	HOXA4
2050_s_at	5879	RAC1
2051_at	4255	MGMT
2052_g_at	4255	MGMT
2053_at	1000	CDH2
2054_g_at	1000	CDH2
2055_s_at	3688	ITGB1
2056_at	2260	FGFR1
2057_g_at	2260	FGFR1
2058_s_at	3693	ITGB5
2059_s_at	3932	LCK
205_g_at	3201	HOXA4
2060_at	596	BCL2
2061_at	3676	ITGA4
2062_at	3490	IGFBP7
2065_s_at	581	BAX
2066_at	581	BAX
2067_f_at	581	BAX
2068_s_at	1870	E2F2
2069_s_at	1495	CTNNA1
206_at	1510	CTSE
2070_i_at	5599	MAPK8
2071_s_at	5599	MAPK8
2072_at	1010	CDH12
2073_s_at	1012	CDH13
2074_at	2702	GJA5
2076_s_at	1947	EFNB1
2077_at	3655	ITGA6
2078_s_at	4613	MYCN
2079_s_at	3481	IGF2
207_at	10963	STIP1
2080_s_at	2074	ERCC6
2081_s_at	5588	PRKCQ
2082_s_at	999	CDH1
2083_at	887	CCKBR
2084_s_at	2118	ETV4
2085_s_at	1495	CTNNA1
2086_s_at	7301	TYRO3
2087_s_at	1009	CDH11
2088_s_at	2048	EPHB2
2089_s_at	2065	ERBB3
208_at	1496	CTNNA2
2090_i_at	7475	WNT6
2091_at	54361	WNT4
2092_s_at	6696	SPP1
2093_s_at	7520	XRCC5
2094_s_at	2353	FOS
209_at	3084	NRG1
210_at	5330	PLCB2
211_at	1810	DR1
212_at	4920	ROR2
213_at	4919	ROR1
214_at	4487	MSX1
215_g_at	4487	MSX1
216_at	5730	PTGDS
217_at	3817	KLK2
218_at	3550	IK
219_i_at	4133	MAP2
220_r_at	4133	MAP2
222_at	2131	EXT1
223_at	7332	UBE2L3
224_at	7071	KLF10
225_at	2784	GNB3
226_at	5573	PRKAR1A
227_g_at	5573	PRKAR1A
228_at	5899	RALB
229_at	10153	CEBPZ
230_s_at	2488	FSHB
231_at	7052	TGM2
232_at	3915	LAMC1
233_s_at	4146	MATN1
234_s_at	5764	PTN
235_at	6285	S100B
236_at	2775	GNAO1
237_s_at	5515	PPP2CA
238_at	6198	RPS6KB1
239_at	1509	CTSD
240_at	6723	SRM
241_g_at	6723	SRM
242_at	4134	MAP4
243_g_at	4134	MAP4
244_at	3297	HSF1
245_at	6402	SELL
246_at	3816	KLK1
248_at	9318	COPS2
249_at	4776	NFATC4
250_at	4775	NFATC3
251_at	8536	CAMK1
252_at	2841	GPR18
253_g_at	2841	GPR18
255_s_at	3623	INHA
257_at	3685	ITGAV
258_at	4049	LTA
259_s_at	7124	TNF
260_at	5860	QDPR
261_s_at	338	APOB
262_at	262	AMD1
263_g_at	262	AMD1
264_at	150	ADRA2A
265_s_at	6401	SELE
266_s_at	100133941	CD24
267_at	2475	MTOR
268_at	5175	PECAM1
269_at	8638	OASL
270_at	1576	CYP3A4
271_s_at	1510	CTSE
272_at	2922	GRP
273_g_at	2922	GRP
274_at	7707	ZNF148
275_at	1845	DUSP3
276_at	3301	DNAJA1
277_at	4170	MCL1
278_at	4882	NPR2
279_at	3164	NR4A1
280_g_at	3164	NR4A1
281_s_at	5530	PPP3CA
282_at	9585	KIF20B
283_at	7384	UQCRC1
287_at	467	ATF3
288_s_at	3930	LBR
289_at	6774	STAT3
290_s_at	2827	GPR3
291_s_at	4070	TACSTD2
292_s_at	1195	CLK1
293_at	391518	VENTXP7
295_s_at	3975	LHX1
296_at	7280	TUBB2A
297_g_at	7280	TUBB2A
298_at	4586	MUC5AC
301_at	100508689	LOC100508689
303_at	6654	SOS1
304_at	6655	SOS2
305_g_at	6655	SOS2
306_s_at	3150	HMGN1
307_at	240	ALOX5
308_f_at	2689	GH2
309_f_at	2689	GH2
310_s_at	4137	MAPT
311_s_at	2335	FN1
312_s_at	5747	PTK2
31310_at	2741	GLRA1
31312_at	9312	KCNB2
31313_at	4249	MGAT5
31314_at	651	BMP3
31318_at	4254	KITLG
31320_at	2835	GPR12
31322_at	10730	YME1L1
31326_at	100129271	C1orf68
31328_at	6569	SLC34A1
31330_at	6223	RPS19
31333_at	7092	TLL1
31334_at	11250	GPR45
31335_at	3480	IGF1R
31336_at	388567	ZNF749
31337_at	2797	GNRH2
31338_at	27291	R3HCC1L
31339_at	51050	PI15
31340_at	9313	MMP20
31341_at	3748	KCNC3
31342_at	2590	GALNT2
31343_at	3557	IL1RN
31344_at	28778	IGLV6-57
31345_at	9407	TMPRSS11D
31346_at	26584	DUX1
31347_at	3537	IGLC1
31349_at	10895	PPBPP2
31350_at	26532	OR10H3
31352_at	6035	RNASE1
31353_f_at	2304	FOXE1
31354_r_at	2304	FOXE1
31355_at	430	ASCL2
31356_at	152789	JAKMIP1
31359_at	4729	NDUFV2
31364_i_at	10725	NFAT5
31365_f_at	10725	NFAT5
31366_at	10002	NR2E3
31367_at	23093	TTLL5
31368_at	49855	SCAPER
31372_at	374378	GALNT18
31378_at	5309	PITX3
31380_at	2081	ERN1
31381_at	8993	PGLYRP1
31382_f_at	10720	UGT2B11
31383_at	643733	LOC643733
31388_at	10824	DIAPH2-AS1
31390_at	7710	ZNF154
31391_at	9001	HAP1
31392_r_at	711	ERC2-IT1
31393_r_at	8433	UTF1
31394_at	5276	SERPINI2
31395_i_at	4440	MSI1
31396_r_at	4440	MSI1
31398_at	8647	ABCB11
31399_at	27302	BMP10
313_at	2957	GTF2A1
31400_at	1607	DGKB
31401_r_at	9671	WSCD2
31402_at	57824	HMHB1
31403_at	6570	SLC18A1
31404_at	6011	GRK1
31405_at	4544	MTNR1B
31406_at	9248	GPR50
31407_at	5651	TMPRSS15
31408_at	10692	RRH
31409_at	5273	SERPINB10
31410_at	23495	TNFRSF13B
31411_at	9083	BPY2
31416_at	51360	MBTPS2
31417_at	3060	HCRT
31421_at	4635	MYL4
31422_at	8688	KRT37
31424_at	135948	OR2F2
31426_at	2838	GPR15
31428_at	10798	OR5I1
31429_at	10730	YME1L1
31431_at	2217	FCGRT
31432_g_at	2217	FCGRT
31433_at	26707	OR2J2
31435_at	8756	ADAM7
31436_s_at	2100	ESR2
31437_r_at	2100	ESR2
31438_s_at	9332	CD163
31440_at	6932	TCF7
31441_at	643332	ECRP
31442_at	1048	CEACAM5
31448_s_at	11027	LILRA2
31450_s_at	6014	RIT2
31451_at	392	ARHGAP1
31453_s_at	11024	LILRA1
31457_at	2306	FOXD2
31458_at	51350	KRT76
31459_i_at	28823	IGLV1-44
31460_f_at	28823	IGLV1-44
31462_f_at	6758	SSX5
31464_at	1638	DCT
31465_g_at	1638	DCT
31466_at	3128	HLA-DRB6
31467_at	3111	HLA-DOA
31468_f_at	2911	GRM1
31469_s_at	9711	RUBCN
31470_at	5208	PFKFB2
31471_at	641339	ZNF674
31472_s_at	960	CD44
31473_s_at	8658	TNKS
31474_r_at	8658	TNKS
31475_at	8658	TNKS
31476_g_at	8658	TNKS
31477_at	7033	TFF3
31478_at	51032	CELA2B
31479_f_at	1720	DHFRP3
31480_f_at	4111	MAGEA12
31481_s_at	9168	TMSB10
31482_at	1057	CELP
31485_at	221823	PRPS1L1
31486_s_at	4330	MN1
31487_at	9637	FEZ2
31488_s_at	5230	PGK1
31489_at	4287	ATXN3
31490_at	6331	SCN5A
31491_s_at	841	CASP8
31492_at	27335	EIF3K
31495_at	6846	XCL2
31499_s_at	2215	FCGR3B
314_at	9488	PIGB
31502_at	5317	PKP1
31504_at	3069	HDLBP
31505_at	6132	RPL8
31507_at	8085	KMT2D
31508_at	10628	TXNIP
31509_at	6137	RPL13
31511_at	6203	RPS9
31512_at	3514	IGKC
31513_at	10660	LBX1
31514_at	9046	DOK2
31515_at	3268	AGFG2
31516_f_at	690	BTF3P11
31520_at	84733	CBX2
31523_f_at	8344	HIST1H2BE
31528_f_at	8342	HIST1H2BM
31529_at	3889	KRT83
31530_at	32	ACACB
31531_g_at	32	ACACB
31532_at	2122	MECOM
31533_s_at	3752	KCND3
31534_at	7544	ZFY
31536_at	57142	RTN4
31537_at	417	ART1
31538_at	6175	RPLP0
31540_at	3604	TNFRSF9
31541_at	5275	SERPINB13
31542_at	2312	FLG
31543_at	58503	OPRPN
31544_at	2299	FOXI1
31545_at	6222	RPS18
31546_at	6141	RPL18
31548_at	141	ADPRH
31549_at	4142	MAS1
31550_at	153	ADRB1
31551_at	2570	GABRR2
31552_at	3949	LDLR
31553_at	10794	ZNF460
31554_at	1144	CHRND
31555_at	3211	HOXB1
31556_at	10730	YME1L1
31557_at	7114	TMSB4X
31559_at	9058	SLC13A2
31560_at	8808	IL1RL2
31562_at	6011	GRK1
31564_at	3500	IGHG1
31567_at	2567	GABRG3
31568_at	6204	RPS10
31569_at	6512	SLC1A7
31570_at	6492	SIM1
31571_at	10622	POLR3G
31573_at	6230	RPS25
31577_at	1310	COL19A1
31578_at	1080	CFTR
31579_at	388699	LINC00302
31581_at	3514	IGKC
31582_at	4115	MAGEB4
31584_at	7178	TPT1
31585_at	2917	GRM7
31587_at	8170	SLC14A2
31589_at	7932	OR2H2
31591_s_at	10877	CFHR4
31594_at	3883	KRT33A
31595_at	1757	SARDH
31596_f_at	91316	GUSBP11
31597_r_at	1978	EIF4EBP1
31598_s_at	2582	GALE
315_at	7799	PRDM2
31602_at	6911	TBX6
31603_at	9447	AIM2
31604_at	2778	GNAS
31605_at	171220	DSTNP2
31606_at	22999	RIMS1
31607_at	7416	VDAC1
31608_g_at	7416	VDAC1
31609_s_at	5118	PCOLCE
31610_at	10158	PDZK1IP1
31611_s_at	10018	BCL2L11
31612_at	10648	SCGB1D1
31613_at	22798	LAMB4
31615_i_at	960	CD44
31616_r_at	960	CD44
31617_at	10630	PDPN
31618_at	7157	TP53
31620_at	347853	TBX10
31621_s_at	2006	ELN
31622_f_at	4494	MT1F
31623_f_at	4489	MT1A
31624_at	257	ALX3
31625_at	22996	TTC39A
31626_i_at	90586	AOC4P
31627_f_at	90586	AOC4P
31628_at	6564	SLC15A1
31630_at	84991	RBM17
31631_f_at	10744	PTTG2
31632_at	442240	ZNF259P1
31634_at	5554	PRH1
31635_g_at	5554	PRH1
31636_s_at	6572	SLC18A3
31638_at	374291	NDUFS7
31639_f_at	6656	SOX1
31640_r_at	6656	SOX1
31642_at	9462	RASAL2
31643_at	10825	NEU3
31644_at	10850	CCL27
31645_at	10917	BTNL3
31647_at	11131	CAPN11
31648_at	100505879	KIF25-AS1
31649_at	100505879	KIF25-AS1
31650_g_at	100505879	KIF25-AS1
31651_at	26238	LINC01558
31652_at	22989	MYH15
31653_at	6530	SLC6A2
31654_at	22986	SORCS3
31657_at	100287387	LOC100287387
31658_at	50674	NEUROG3
31659_at	26103	LRIT1
31660_at	26102	DKFZP434A062
31661_at	6048	RNF5
31662_at	11311	VPS45
31663_at	100128124	HGC6.3
31664_at	3268	AGFG2
31665_s_at	83939	EIF2A
31666_f_at	9770	RASSF2
31667_r_at	10002	NR2E3
31669_s_at	3207	HOXA11
31670_s_at	6731	SRP72
31671_at	5937	RBMS1
31672_g_at	5937	RBMS1
31674_s_at	8019	BRD3
31680_at	7152	TOP1P2
31681_at	2057	EPOR
31682_s_at	1462	VCAN
31683_at	105371807	THRA1/BTR
31684_at	303	ANXA2P1
31685_at	54738	FEV
31687_f_at	3043	HBB
31688_at	26239	LCE2B
31689_at	26091	HERC4
31690_at	2747	GLUD2
31691_g_at	2746	GLUD1
31696_at	5912	RAP2B
31698_at	2303	FOXC2
31699_at	5291	PIK3CB
316_g_at	7799	PRDM2
31700_at	2859	GPR35
31701_r_at	55547	HAB1
31702_at	3344	FOXN2
31703_at	8973	CHRNA6
31704_at	1775	DNASE1L2
31705_at	57152	SLURP1
31706_at	4589	MUC7
31707_at	7556	ZNF10
31708_at	6156	RPL30
31709_at	9612	NCOR2
31710_at	10730	YME1L1
31711_at	2906	GRIN2D
31712_at	9228	DLGAP2
31713_s_at	9228	DLGAP2
31714_at	4438	MSH4
31715_at	1527	TEX28
31716_at	5097	PCDH1
31717_at	5301	PIN1P1
31718_at	225	ABCD2
31719_at	2335	FN1
31720_s_at	2335	FN1
31721_at	4018	LPA
31723_at	1473	CST5
31724_at	6469	SHH
31725_s_at	20	ABCA2
31726_at	2556	GABRA3
31727_at	954	ENTPD2
31728_at	3111	HLA-DOA
31729_at	6884	TAF13
31730_at	3010	HIST1H1T
31731_at	8535	CBX4
31732_at	6019	RLN2
31733_at	5024	P2RX3
31734_at	3227	HOXC11
31735_at	80316	PPP1R2P9
31736_at	6801	STRN
31737_at	58	ACTA1
31740_s_at	5078	PAX4
31741_at	5078	PAX4
31742_at	8740	TNFSF14
31744_at	27284	SULT1B1
31746_at	94026	POM121L2
31747_g_at	94026	POM121L2
31748_at	94026	POM121L2
31749_f_at	8330	HIST1H2AK
31750_at	3009	HIST1H1B
31751_f_at	8368	HIST1H4L
31753_at	100885778	NALCN-AS1
31754_at	26154	ABCA12
31755_at	2020	EN2
31757_at	140901	STK35
31759_at	6295	SAG
31760_at	6295	SAG
31763_at	26659	OR7A5
31764_at	84059	ADGRV1
31765_at	55619	DOCK10
31766_s_at	55619	DOCK10
31767_at	9942	XYLB
31769_at	7479	WNT8B
31772_at	728361	OVOL3
31773_at	1534	CYB561
31775_at	6441	SFTPD
31776_at	2771	GNAI2
31777_at	4593	MUSK
31778_at	2703	GJA8
31779_s_at	639	PRDM1
31780_f_at	115653	KIR3DL3
31781_at	374286	CDRT1
31782_at	5729	PTGDR
31783_at	5973	RENBP
31784_at	4917	NTN3
31785_f_at	51581	ERVH-6
31786_at	10656	KHDRBS3
31787_at	819	CAMLG
31788_at	9889	ZBED4
31789_at	1586	CYP17A1
31790_at	90627	STARD13
31791_at	8626	TP63
31792_at	306	ANXA3
31794_at	22978	NT5C2
31795_at	157	GRK3
31796_at	10749	KIF1C
31797_at	9519	TBPL1
31798_at	7031	TFF1
317_at	5641	LGMN
31801_at	7110	TMF1
31802_at	9711	RUBCN
31803_at	23308	ICOSLG
31804_f_at	6817	SULT1A1
31805_at	2261	FGFR3
31806_at	2326	FMO1
31807_at	54555	DDX49
31808_at	54556	ING3
31809_at	1272	CNTN1
31810_g_at	1272	CNTN1
31811_r_at	5481	PPID
31812_at	2766	GMPR
31813_at	815	CAMK2A
31814_i_at	4037	LRP3
31815_r_at	4037	LRP3
31816_at	2548	GAA
31817_at	2562	GABRB3
31819_at	283238	SLC22A24
31820_at	3059	HCLS1
31821_at	23082	PPRC1
31822_at	1523	CUX1
31823_at	1523	CUX1
31824_at	4199	ME1
31825_at	3053	SERPIND1
31826_at	23307	FKBP15
31827_s_at	10618	TGOLN2
31828_r_at	10618	TGOLN2
31829_r_at	10618	TGOLN2
31830_s_at	6525	SMTN
31831_at	6525	SMTN
31832_at	23306	NEMP1
31833_at	8394	PIP5K1A
31834_r_at	23305	ACSL6
31835_at	3273	HRG
31836_at	4528	MTIF2
31837_at	91289	LMF2
31838_at	29902	FAM216A
31839_at	57794	SUGP1
31840_at	3416	IDE
31841_at	1496	CTNNA2
31842_at	617	BCS1L
31843_at	2104	ESRRG
31844_at	3081	HGD
31845_at	2000	ELF4
31846_at	29984	RHOD
31847_at	10208	USPL1
31848_at	8618	CADPS
31849_at	23078	VWA8
31850_at	2729	GCLC
31851_at	10206	TRIM13
31852_at	57037	ANKMY2
31853_at	8726	EED
31854_at	8573	CASK
31855_at	8406	SRPX
31856_at	2615	LRRC32
31857_r_at	9704	DHX34
31858_at	10204	NUTF2
31859_at	4318	MMP9
31860_at	8834	TMEM11
31861_at	3508	IGHMBP2
31862_at	7474	WNT5A
31863_at	23076	RRP1B
31864_at	10200	MPHOSPH6
31865_at	10926	DBF4
31866_at	54623	PAF1
31867_at	56987	BBX
31868_at	8576	STK16
31869_at	23075	SWAP70
31870_at	951	CD37
31871_r_at	1962	EHHADH
31872_at	6760	SS18
31873_at	8260	NAA10
31874_at	10634	GAS2L1
31875_at	51665	ASB1
31876_r_at	100499177	THAP9-AS1
31877_at	8697	CDC23
31878_at	10061	ABCF2
31879_at	8939	FUBP3
31880_at	7993	UBXN8
31881_at	259230	SGMS1
31882_at	9136	RRP9
31883_at	4552	MTRR
31884_at	27030	MLH3
31885_at	5774	PTPN3
31886_at	4907	NT5E
31888_s_at	7262	PHLDA2
31889_at	2315	MLANA
31890_s_at	7702	ZNF143
31891_at	1117	CHI3L2
31892_at	5797	PTPRM
31893_at	402	ARL2
31894_at	1060	CENPC
31896_at	51594	NBAS
31897_at	11259	FILIP1L
31898_at	9695	EDEM1
31899_at	9694	EMC2
318_at	8971	H1FX
31900_at	8514	KCNAB2
31901_at	8514	KCNAB2
31902_at	1734	DIO2
31903_at	26039	SS18L1
31904_at	5138	PDE2A
31905_at	8811	GALR2
31906_at	3281	HSBP1
31907_at	9045	RPL14
31908_at	3955	LFNG
31909_at	643314	KIAA0754
31911_at	9087	TMSB4Y
31912_at	8928	FOXH1
31913_at	2001	ELF5
31914_at	9557	CHD1L
31915_at	1821	DRP2
31916_at	10748	KLRA1P
31917_at	56136	PCDHA13
31918_at	5629	PROX1
31919_at	29909	GPR171
31920_at	50937	CDON
31921_at	26211	OR2F1
31924_at	55811	ADCY10
31925_s_at	5923	RASGRF1
31926_at	1581	CYP7A1
31927_s_at	8209	C21orf33
31928_at	2251	FGF6
31929_at	5991	RFX3
31932_f_at	689	BTF3
31933_r_at	689	BTF3
31934_at	102	ADAM10
31935_s_at	1663	DDX11
31936_s_at	9665	MARF1
31937_at	9665	MARF1
31938_g_at	9665	MARF1
31939_at	577	ADGRB3
31940_s_at	5988	RFPL1
31942_at	7289	TULP3
31943_g_at	7289	TULP3
31944_at	7289	TULP3
31945_s_at	4068	SH2D1A
31946_s_at	2290	FOXG1
31947_r_at	2290	FOXG1
31948_at	6227	RPS21
31949_at	5923	RASGRF1
31950_at	26986	PABPC1
31951_s_at	26986	PABPC1
31952_at	6128	RPL6
31953_f_at	2575	GAGE3
31955_at	2197	FAU
31956_f_at	6176	RPLP1
31957_r_at	6176	RPLP1
31959_at	8747	ADAM21
31962_at	6168	RPL37A
31963_at	390502	SERPINA2
31965_at	30817	ADGRE2
31966_at	1733	DIO1
31967_at	4868	NPHS1
31969_i_at	5470	PPEF2
31970_r_at	5470	PPEF2
31971_at	23434	LINC01565
31972_at	2151	F2RL2
31973_at	8913	CACNA1G
31974_at	23562	CLDN14
31975_at	84560	MT4
31976_at	4225	MEP1B
31977_at	3000	GUCY2D
31978_at	3834	KIF25
31979_at	5210	PFKFB4
31980_at	8456	FOXN1
31981_at	1417	CRYBB3
31982_at	10580	SORBS1
31983_at	2018	EMX2
31984_at	79166	LILRP2
31985_at	55023	PHIP
31986_at	85021	REPS1
31988_at	11248	NXPH3
31989_s_at	57576	KIF17
31990_at	57576	KIF17
31991_at	51517	NCKIPSD
31992_f_at	85235	HIST1H2AH
31994_at	10564	ARFGEF2
31995_g_at	10564	ARFGEF2
31996_at	10564	ARFGEF2
31998_at	19	ABCA1
31999_at	19	ABCA1
319_g_at	8971	H1FX
32000_g_at	19	ABCA1
32002_at	2676	GFRA3
32003_at	4143	MAT1A
32005_at	5367	PMCH
32006_r_at	10879	SMR3B
32008_at	10690	FUT9
32009_at	10803	CCR9
32012_at	22990	PCNX1
32013_at	85446	ZFHX2
32014_at	8749	ADAM18
32015_at	26108	PYGO1
32016_at	25775	C22orf24
32017_at	84612	PARD6B
32018_at	84612	PARD6B
32020_at	389715	FAM205BP
32022_at	51109	RDH11
32023_at	346157	ZNF391
32024_at	202559	KHDRBS2
32025_at	6934	TCF7L2
32026_s_at	9693	RAPGEF2
32028_at	5373	PMM2
32029_at	5170	PDPK1
32031_at	790	CAD
32033_at	1120	CHKB
32034_at	7764	ZNF217
32035_at	3126	HLA-DRB4
32036_i_at	11102	RPP14
32037_r_at	11102	RPP14
32038_s_at	10929	SRSF8
32039_at	8546	AP3B1
32040_i_at	988	CDC5L
32041_r_at	988	CDC5L
32042_at	10495	ENOX2
32043_at	8614	STC2
32044_at	9690	UBE3C
32045_at	11083	DIDO1
32046_at	5580	PRKCD
32047_at	1676	DFFA
32048_at	100506963	ELOA-AS1
32049_f_at	6924	ELOA
32050_r_at	6924	ELOA
32051_at	79053	ALG8
32052_at	3043	HBB
32053_at	905	CCNT2
32054_at	905	CCNT2
32055_g_at	905	CCNT2
32056_at	5414	SEPT4
32057_at	10234	LRRC17
32058_at	9486	CHST10
32059_at	137886	UBXN2B
32060_at	663	BNIP2
32061_at	55756	INTS9
32062_at	9684	LRRC14
32063_at	5087	PBX1
32064_at	5469	MED1
32065_at	1390	CREM
32066_g_at	1390	CREM
32067_at	1390	CREM
32068_at	719	C3AR1
32069_at	9683	N4BP1
32070_at	5790	PTPRCAP
32071_at	23060	ZNF609
32072_at	10232	MSLN
32073_at	9682	KDM4A
32074_at	9937	DCLRE1A
32075_at	7541	ZBTB14
32076_at	10231	RCAN2
32077_s_at	3784	KCNQ1
32078_at	4734	NEDD4
32079_at	23303	KIF13B
32080_at	10227	MFSD10
32082_at	205564	SENP5
32083_at	7107	GPR137B
32084_at	6584	SLC22A5
32085_at	200576	PIKFYVE
32086_at	7738	ZNF184
32087_at	3298	HSF2
32088_at	8548	BLZF1
32089_at	9576	SPAG6
32090_at	23057	NMNAT2
32091_at	9673	SLC25A44
32092_at	9672	SDC3
32093_at	26038	CHD5
32094_at	9469	CHST3
32095_at	9670	IPO13
32096_at	55621	TRMT1
32097_at	5116	PCNT
32098_at	1292	COL6A2
32099_at	9667	SAFB2
320_at	5190	PEX6
32100_r_at	2588	GALNS
32101_at	2588	GALNS
32102_at	26278	SACS
32103_at	5345	SERPINF2
32104_i_at	818	CAMK2G
32105_f_at	818	CAMK2G
32106_at	5267	SERPINA4
32107_at	25966	C2CD2
32108_at	6697	SPR
32109_at	5348	FXYD1
32111_at	9425	CDYL
32112_s_at	202	CRYBG1
32113_at	202	CRYBG1
32116_at	11322	TMC6
32117_at	26574	AATF
32118_at	5884	RAD17
32119_at	26137	ZBTB20
32120_at	10615	SPAG5
32121_at	5293	PIK3CD
32122_at	6821	SUOX
32123_at	1294	COL7A1
32124_at	57187	THOC2
32125_at	57187	THOC2
32126_at	2252	FGF7
32127_at	636	BICD1
32128_at	6362	CCL18
32129_at	27246	RNF115
32130_at	100506033	PTOV1-AS1
32131_at	9666	DZIP3
32132_at	9666	DZIP3
32133_at	23396	PIP5K1C
32134_at	26136	TES
32135_at	6720	SREBF1
32136_r_at	7164	TPD52L1
32137_at	3714	JAG2
32138_at	1759	DNM1
32139_at	7739	ZNF185
32140_at	6653	SORL1
32141_at	22843	PPM1E
32142_at	6788	STK3
32143_at	116039	OSR2
32144_at	5993	RFX5
32145_at	118	ADD1
32146_s_at	118	ADD1
32147_at	10160	FARP1
32148_at	10160	FARP1
32149_at	4477	MSMB
32150_at	2803	GOLGA4
32151_at	5905	RANGAP1
32152_at	286	ANK1
32153_s_at	7314	UBB
32154_at	7020	TFAP2A
32155_at	7020	TFAP2A
32156_at	5819	NECTIN2
32157_at	5499	PPP1CA
32158_at	5883	RAD9A
32159_at	3845	KRAS
32160_at	6477	SIAH1
32163_f_at	100616446	ERVH-1
32164_at	2131	EXT1
32165_at	6432	SRSF7
32166_at	7094	TLN1
32167_at	9512	PMPCB
32168_s_at	1827	RCAN1
32169_at	23014	FBXO21
32170_g_at	23014	FBXO21
32171_at	1983	EIF5
32172_at	23013	SPEN
32173_at	10247	RIDA
32174_at	9368	SLC9A3R1
32175_at	989	SEPT7
32178_r_at	8773	SNAP23
32179_s_at	8773	SNAP23
32180_s_at	8603	FAM193A
32181_at	2319	FLOT2
32182_at	23012	STK38L
32183_at	9295	SRSF11
32184_at	4005	LMO2
32185_at	65125	WNK1
32186_at	8140	SLC7A5
32187_at	55251	PCMTD2
32188_at	4661	MYT1
32189_g_at	4661	MYT1
32190_at	9415	FADS2
32191_at	7703	PCGF2
32192_g_at	7703	PCGF2
32193_at	10154	PLXNC1
32194_at	10153	CEBPZ
32195_at	339287	MSL1
32196_at	55832	CAND1
32197_at	8402	SLC25A11
32198_at	54939	COMMD4
32199_at	5800	PTPRO
321_at	8976	WASL
32200_at	55	ACPP
32201_at	8636	SSNA1
32202_at	10616	RBCK1
32203_at	10616	RBCK1
32204_at	5148	PDE6G
32205_at	8575	PRKRA
32206_at	8476	CDC42BPA
32207_at	4354	MPP1
32208_at	9710	KIAA0355
32209_at	23625	FAM89B
32210_at	5236	PGM1
32211_at	5719	PSMD13
32212_at	9131	AIFM1
32213_at	10248	POP7
32214_at	9352	TXNL1
32215_i_at	22836	RHOBTB3
32216_r_at	22836	RHOBTB3
32217_at	81566	CSRNP2
32218_at	11165	NUDT3
32219_at	9874	TLK1
32220_at	3146	HMGB1
32221_at	28973	MRPS18B
32222_at	84901	NFATC2IP
32223_at	10147	SUGP2
32224_at	9873	FCHSD2
32225_at	476	ATP1A1
32226_at	4134	MAP4
32227_at	5552	SRGN
32228_at	161	AP2A2
32229_at	9470	EIF4E2
32230_at	8668	EIF3I
32232_at	4711	NDUFB5
32233_at	27348	TOR1B
32234_at	1861	TOR1A
32235_at	23295	MGRN1
32236_at	7327	UBE2G2
32237_at	23008	KLHDC10
32238_at	274	BIN1
32239_at	4147	MATN2
32240_at	5711	PSMD5
32241_at	23435	TARDBP
32242_at	1410	CRYAB
32243_g_at	1410	CRYAB
